sku,store_view_code,attribute_set_code,product_type,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
T30S-1F3,,Default,simple,base,SLIPCASE FOR IPHONE 5 BLACK MULTI SHORT CURCUIT,Un case perfecto para tu Iphone,,0.02,1,Taxable Goods,Not Visible Individually,29.95,19.99,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,225,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T30S-9XV,,Default,simple,base,SLIPCASE FOR IPHONE 5 BLACK WHITE PINK PANSY MISS ZEBRA,Un case perfecto para tu Iphone,,0.02,1,Taxable Goods,Not Visible Individually,29.95,19.99,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,199,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T30S-1E5,,Default,simple,base,SLIPCASE FOR IPHONE 5 PINK PANSY PRESTON PLAID,Un case perfecto para tu Iphone,,0.02,1,Taxable Goods,Not Visible Individually,29.95,19.99,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,200,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T30S-1G2,,Default,simple,base,SLIPCASE FOR IPHONE 5 WHITE VINTAGE FLORAL CANVAS,Un case perfecto para tu Iphone,,0.02,1,Taxable Goods,Not Visible Individually,29.95,19.99,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,204,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
TZA2-9RW,,Default,simple,base,SLIVER MAMMONTH BLUE,Si te gustan las mochilas de un solo hombro este modelo te encantara.,,0.3,1,Taxable Goods,Not Visible Individually,39.95,26.5,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
TZA2-1H8,,Default,simple,base,SLIVER MULTI GLOW BOX,Si te gustan las mochilas de un solo hombro este modelo te encantara.,,0.3,1,Taxable Goods,Not Visible Individually,39.95,26.5,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,30,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-1G2,,Default,simple,base,SNAPS STAND / BERRYLICIOUS VNT FRL CNVS,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,134,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-1F3,,Default,simple,base,SNAPS STAND / BLACK MULTI SHORT CIRCUIT,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,119,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-9XV,,Default,simple,base,SNAPS STAND / BLACK WHITE FLORECENT PINK MS ZEBRA,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,26,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-ZM4,,Default,simple,base,SNAPS STAND / FOR IPAD CORAL PEACHES WIL D HEART,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-9RW,,Default,simple,base,SNAPS STAND / MAMMOTH BLUE,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T27B-1E5,,Default,simple,base,SNAPS STAND / PINK PANSY PRESTON PLAID,Un case perfecto para tu Ipad,,0.3,1,Taxable Goods,Not Visible Individually,46.95,32.5,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,130,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T55A-008,,Default,simple,base,SOURCE BLACK,"Cuando de cuidar tus articulos digitales se trata, la JanSport Source es la indicada.",,0.5,1,Taxable Goods,Not Visible Individually,89.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,102,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T55A-0N2,,Default,simple,base,SOURCE GREY VANISHING RIP,"Cuando de cuidar tus articulos digitales se trata, la JanSport Source es la indicada.",,0.5,1,Taxable Goods,Not Visible Individually,89.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,102,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-008,,Default,simple,base,SPRING BREAK BLACK,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,2796,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-01F,,Default,simple,base,SPRING BREAK BLUE CREST,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,1596,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-8WG,,Default,simple,base,SPRING BREAK CORAL SPARKLE,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,836,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-01B,,Default,simple,base,SPRING BREAK CYBER PINK,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,1140,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-6XD,,Default,simple,base,SPRING BREAK FORGE GREY,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,1704,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
TDH7-0AA,,Default,simple,base,SPRING BREAK BLACK LUCKY DAISY,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-9RW,,Default,simple,base,SPRING BREAK MAMMOTH BLUE,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-0XJ,,Default,simple,base,SPRING BREAK MULTI CALI POPPY,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,836,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-0KL,,Default,simple,base,SPRING BREAK MULTI CONCRETE FLORAL,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,668,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-0VT,,Default,simple,base,SPRING BREAK MULTI GARDEN SPACE,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,1026,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDH7-0X1,,Default,simple,base,SPRING BREAK MULTI NAVY CONNECT FOUR,,,0.3,1,Taxable Goods,Not Visible Individually,34.95,,,,,,,"25/12/16, 10:25 AM","26/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,912,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
