sku,url_key,errors
JS00T08W-0CT,overexposed-shady-grey-fluorescent-orange,
JS00T68X-0ED,pixel-accesory-pouch-cyber-pink-summer-chevron,
JS00T68X-0DQ,pixel-accesory-pouch-multi-hot-tropic,
JS00T68X-0DU,pixel-accesory-pouch-multi-painted-ditzy,
JS00T55B-008,platform-black,
JS00T55B-0TC,platform-desert-beige-static,
JS00T55B-9ZE,platform-grey-rabbit,
JS00T55B-0N2,platform-grey-vanishing-rip,
JS00T55B-003,platform-navy,
T38U-1Z2,regional-collection-lone-start,
T38U-1Z3,regional-collection-brazil,
JS00T70F-008,reilly-black,
JS00T70F-0F3,reilly-corsair-blue,
JS00T70F-0FX,reilly-frost-teal,
JS00T70F-9ZE,reilly-grey-rabbit,
JS00T70F-05D,reilly-lipstick-kiss,
JS00T70F-9ZH,reilly-navy-moonshine,
JS00T70F-0H4,reilly-purple-frost,
JS00T70F-9FL,reilly-viking-red,
TYP7-9ZG,right-pack-aqua-dash,
JS00TYP7-2D6,right-pack-barber-green,
TYP7-1P7,right-pack-bayside-blue,
TYP7-9ZI,right-pack-berrylicious-purple,
JS00TYP7-008,right-pack-black,
JS00TYP7-01F,right-pack-blue-crest,
JS00TYP7-04T,right-pack-burnt-henna,
JS00TYP7-05C,right-pack-cerise,
JS00TYP7-0F3,right-pack-corsair-blue,
JS00T58T-0U2,right-pack-de-black/white-suited-plaid,
JS00T58T-0SR,right-pack-de-jansport-navy-half-tone-fade,
TYP7-9RU,right-pack-desert-beige,
JS00TZR6-0FM,right-pack-expressions-blue-chambray-wild-rose,
TZR6-1W3,right-pack-expressions-blue-streak-cloud-break,
JS00TZR6-0WJ,right-pack-expressions-chambray-sweet-blossom,
TZR6-1Y0,right-pack-expressions-forge-grey-wild-rose,
JS00TZR6-0B4,right-pack-expressions-moonlit-teal-canvas-abstract-angles,
JS00TZR6-0GP,right-pack-expressions-multi-black-white-graphic-floral,
JS00TZR6-0VH,right-pack-expressions-multi-cherry-blossom,
JS00TZR6-0VE,right-pack-expressions-multi-floral-finesse,
JS00TZR6-0FD,right-pack-expressions-multi-garden-delight,
JS00TZR6-0J2,right-pack-expressions-multi-rainbow-garden-flock,
JS00TZR6-03E,right-pack-expressions-multi-weave-stripe,
JS00TZR6-0TV,right-pack-expressions-natural-speckled-canvas,
JS00TZR6-0U3,right-pack-expressions-navy-twiggy-dot-jacquard,
TZR6-1Y1,right-pack-expressions-queen-maltese,
JS00TZR6-0ER,right-pack-expressions-rose-blush-henna-rose,
JS00TZR6-0JN,right-pack-expressions-russet-red-moroccan-ikat,
JS00TZR6-0U7,right-pack-expressions-spanish-teal-ethnic-stripe,
JS00TZR6-0TT,right-pack-expressions-sun-kissed-poly-canvas,
TZR6-ZS8,right-pack-expressions-white-blue-wash-vintage-floral-/-brown-suede,
TYP7-04X,right-pack-forest-moss,
JS00TYP7-0FX,right-pack-frost-teal,
TYP7-5CN,right-pack-green-machine,
TYP7-9ZE,right-pack-grey-rabbit,
JS00TYP7-5KS,right-pack-high-risk-red,
TYP7-01G,right-pack-lime-punch,
JS00TYP7-05D,right-pack-lipstick-kiss,
JS00TYP7-003,right-pack-navy,
TYP7-01E,right-pack-orange-gold,
JS00TYP7-0H4,right-pack-purple-frost,
JS00TYP7-04S,right-pack-russet-red,
JS00TYP7-0HG,right-pack-sangria-pink,
JS00TYP7-0D6,right-pack-seafoam-green,
TYP7-01H,right-pack-spanish-teal,
JS0A2SDB-0P4,right-pack-street-multiarlin,
JS00TYP7-0D5,right-pack-tahitian-orange,
TYP7-9FL,right-pack-viking-red,
TYP7-2C8,right-pack-vivid-purple,
T49Z-ZB5,right-pack-world-black-white-rio-walk,
T49Z-ZL1,right-pack-world-downtown-brown-muddy-mali,
T49Z-ZB6,right-pack-world-navy-tokyo-nights,
T49Z-ZB4,right-pack-world-red-tape-shanghai-sunset,
T49Z-ZB3,right-pack-world-vivid-purple-acapulco-ombre-stripe,
TYP7-7MM,right-pack-yellow-card,
JS00TYP7-0RB,right-pack-yellow-iris,
JS0A2T3C-008,right-pouch-black,
JS0A2T3C-0U2,right-pouch-black/white-suited-plaid,
JS0A2T3C-0VE,right-pouch-multi-floral-finesse,
JS0A2T3C-0U3,right-pouch-navy-twiggy-dot-jacquard,
JS0A2T3C-0D6,right-pouch-seafoam-green,
JS00T34J-1X3,sinder-15-black-grey-tar,
JS00T34J-0BD,sinder-15-black-jungle-maze,
T34J-5CS,sinder-15-blue-streak,
T34J-6XJ,sinder-15-grey-tar,
T34J-9FC,sinder-15-purple-night,
T35V-5CS,sinder-20-blue-streak,
T35V-6XJ,sinder-20-grey-tar,
T35V-9FC,sinder-20-purple-night,
T26U-1G2,slip-case-for-iphone-/-berry-licious-vnt-frl-cnvs,
T26U-1F3,slip-case-for-iphone-/-black-multi-short-circuit,
T26U-9XV,slip-case-for-iphone-/-black-white-florecent-pink-ms-zebra,
T26U-1E5,slip-case-for-iphone-/-pink-pansy-preston-plaid,
T30S-1F3,slipcase-for-iphone-5-black-multi-short-curcuit,
T30S-9XV,slipcase-for-iphone-5-black-white-pink-pansy-miss-zebra,
T30S-1E5,slipcase-for-iphone-5-pink-pansy-preston-plaid,
T30S-1G2,slipcase-for-iphone-5-white-vintage-floral-canvas,
TZA2-9RW,sliver-mammonth-blue,
TZA2-1H8,sliver-multi-glow-box,
T27B-1G2,snaps-stand-/-berrylicious-vnt-frl-cnvs,
T27B-1F3,snaps-stand-/-black-multi-short-circuit,
T27B-9XV,snaps-stand-/-black-white-florecent-pink-ms-zebra,
T27B-ZM4,snaps-stand-/-for-ipad-coral-peaches-wil-d-heart,
T27B-9RW,snaps-stand-/-mammoth-blue,
T27B-1E5,snaps-stand-/-pink-pansy-preston-plaid,
JS00T55A-008,source-black,
JS00T55A-0N2,source-grey-vanishing-rip,
JS00TDH7-008,spring-break-black,
JS00TDH7-01F,spring-break-blue-crest,
JS00TDH7-8WG,spring-break-coral-sparkle,
JS00TDH7-01B,spring-break-cyber-pink,
JS00TDH7-6XD,spring-break-forge-grey,
TDH7-0AA,spring-break-black-lucky-daisy,
JS00TDH7-9RW,spring-break-mammoth-blue,
JS00TDH7-0XJ,spring-break-multi-cali-poppy,
JS00TDH7-0KL,spring-break-multi-concrete-floral,
JS00TDH7-0VT,spring-break-multi-garden-space,
JS00TDH7-0X1,spring-break-multi-navy-connect-four,
JS00TDH7-0JP,spring-break-multi-ornate-bl,
JS00TDH7-0UG,spring-break-multi-speckled-space,
JS00TDH7-0KN,spring-break-multi-stickers,
JS00TDH7-0EM,spring-break-multi-tropic-gold,
TDH7-003,spring-break-navy,
JS00TDH7-0K4,spring-break-shady-grey-white,
JS00T64Q-0F8,super-fx-black-splatter-denim,
JS00T64Q-0FP,super-fx-black-white-letterman,
JS0A2SDR-0UQ,super-fx-black/gold,
T64Q-02S,super-fx-burrito-(prepack)-navy-moonnshine-anchors-away,
JS00TVP8-0LM,super-fx-coral-peaches-metallic-coat,
TVP8-03G,super-fx-dark-blue-denim-laser-star,
JS0A2SDR-0TR,super-fx-gold-3d-stars,
JS00T64Q-0LF,super-fx-jansport-navy-herringbone-stripe,
JS00TVP8-0LN,super-fx-multi-palm-denim,
JS00TVP8-0YT,super-fx-multi-patchwork-posey,
JS00T64Q-0LQ,super-fx-multi-sunrise,
JS00T64Q-0FF,super-fx-multi-surf-stripe,
TVP8-04P,super-fx-navy-union-jack,
JS00TVP8-0GG,super-fx-pewter-metallic-coat,
JS00TVP8-0GH,super-fx-red-metallic-coat,
JS0A2SDR-0VY,super-fx-silver-psy-chedelic,
JS00TVP8-0LP,super-fx-silver-sparkle-twill,
JS00TVP8-0KZ,super-fx-white-denim-emblem,
JS00T501-0DH,superbreak-amazon-green,
JS00T501-0DQ,superbreak-multi-hot-tropic,
T501-9ZG,superbreak-aqua-dash,
JS00T501-0JJ,superbreak-aqua-dash-jagged-plaid,
JS00T501-0WT,superbreak-aqua-dash-scribbled-ink,
T501-ZN6,superbreak-aqua-dash-spots,
JS00T501-0JT,superbreak-aqua-dash-static,
T501-1Y9,superbreak-baysideblinterrupted-zebra,
JS00T501-008,superbreak-black,
JS00T501-0KM,superbreak-black-arcade-plaid,
JS00T501-09Z,superbreak-black-ele-fancy,
JS00T501-0AA,superbreak-black-lucky-daisy,
JS00T501-0JR,superbreak-black-paintball,
T501-06N,superbreak-black-superhero,
JS00T501-0LC,superbreak-black-tonal-usa,
JS00T501-06Q,superbreak-black-ziggy,
JS00T501-0EK,superbreak-black/white-bebop,
JS00T501-01F,superbreak-blue-crest,
T501-5CS,superbreak-blue-streak,
JS00T501-0DR,superbreak-blue-topaz-oh-bananas,
T501-9SA,superbreak-coral-peaches,
JS00T501-01B,superbreak-cyber-pink,
JS00T501-0EG,superbreak-cyber-pink-block-floral,
JS00T501-0ED,superbreak-cyber-pink-summer-chevron,
JS00T501-ZU3,superbreak-desert-beige-confl,
JS00T501-0EF,superbreak-down-town-brown-camo-stripe,
JS00T501-04W,superbreak-field-tan,
JS00T501-1Q4,superbreak-fluorecent-red,
JS00T501-9RX,superbreak-fluorescent-pink,
T501-6XD,superbreak-forge-grey,
JS00T501-0WS,superbreak-goose-grey-urban-oasis,
JS00T501-0BE,superbreak-grey-rabbit-sylvia-dot,
T501-0A5,superbreak-high-risk-red-heart-to-resist,
JS00T501-0K6,superbreak-jansport-navy-night-sky,
T501-9RW,superbreak-mammoth-blue,
JS00T501-0KH,superbreak-midnight-sky-floral-stripe,
T501-0BF,superbreak-multi-purple-drip-dye,
JS00T501-ZQ1,superbreak-multi-blue-drip-dye,
JS00T501-0GB,superbreak-multi-blue-ice,
JS00T501-0KQ,superbreak-multi-butcher-block,
JS00T501-0K8,superbreak-multi-california-poppy,
JS00T501-0DY,superbreak-multi-comic-strip,
JS00T501-0KL,superbreak-multi-concrete-floral,
JS00T501-0WA,superbreak-multi-desert-mirage,
JS00T501-0JE,superbreak-multi-diamond-arrows,
JS00T501-0JF,superbreak-multi-dotty-stripe,
JS00T501-0W0,superbreak-multi-fast-lines,
T501-0A0,superbreak-multi-fireworks,
JS00T501-0UE,superbreak-multi-flower-explosion,
JS00T501-0KP,superbreak-multi-frequency,
JS00T501-0VT,superbreak-multi-garden-space,
JS00T501-0A1,superbreak-multi-grey-floral-flourish,
JS00T501-0WR,superbreak-multi-jungle-jam,
JS00T501-0B5,superbreak-multi-junk-food,
JS00T501-0JL,superbreak-multi-lava-lamp,
JS00T501-0JM,superbreak-multi-lost-marbles,
JS00T501-0X1,superbreak-multi-navy-connect-four,
JS00T501-0E2,superbreak-multi-navy-mountain-meadow,
T501-ZJ5,superbreak-multi-oriental-bloom,
JS00T501-0JP,superbreak-multi-ornate-blues,
JS00T501-0AC,superbreak-multi-oxo,
JS00T501-0DU,superbreak-multi-painted-ditzy,
JS00T501-0AF,superbreak-multi-painted-stones,
T501-0AG,superbreak-multi-peacock,
JS00T501-0EJ,superbreak-multi-pool-party,
T501-0AD,superbreak-multi-purple-ombre-daisy,
JS00T501-0JS,superbreak-multi-saucy-chevron,
JS00T501-0WZ,superbreak-multi-south-swell,
JS00T501-0KN,superbreak-multi-stickers,
JS00T501-0VW,superbreak-multi-summer-festival,
JS00T501-0E9,superbreak-multi-sunset-stripe,
JS00T501-0JU,superbreak-multi-super-swirls,
JS00T501-0JV,superbreak-multi-sweater-knit,
JS00T501-0JW,superbreak-multi-texture-stripe,
JS00T501-0JX,superbreak-multi-tie-dye-swirls,
JS00T501-0EM,superbreak-multi-tropic-gold,
JS00T501-0JY,superbreak-multi-watercolor-angles,
JS00T501-0AN,superbreak-multi-watercolor-spots,
JS00T501-0L2,superbreak-multi-wet-sloth,
JS00T501-0VZ,superbreak-multi-white-floral-haze,
JS00T501-0KJ,superbreak-multivariegated-stripe,
JS00T501-003,superbreak-navy,
JS00T501-0DS,superbreak-navy-moonshineislandombre,
JS00T501-0VQ,superbreak-navy-sweet-blossom,
JS00T501-0DG,superbreak-purple-plum,
T501-09P,superbreak-red-new-california-republic,
JS00T501-5XP,superbreak-red-tape,
JS00T501-0N0,superbreak-red-tape-land-ahoy,
JS00T501-0D6,superbreak-seafoam-green,
JS00T501-0K4,superbreak-shady-grey-/-white-dots,
JS00T501-0VN,superbreak-shady-grey-shadow-angles,
JS00T501-0K7,superbreak-shady-grey-stitch-plaid,
JS00T501-01H,superbreak-spanish-teal,
T501-9FG,superbreak-swedish-blue,
JS00T501-0D5,superbreak-tahitian-orange,
JS00T501-0P7,superbreak-tahitian-orange-white-dots,
JS00T501-9FL,superbreak-viking-red,
JS00T501-05B,superbreak-violet-purple,
T501-2C8,superbreak-vivid-purple,
T501-WHX,superbreak-white,
T501-1S4,superbreak-white-black-gracie-dot,
JS00T501-7MM,superbreak-yellow-card,
JS00T501-06B,superbreak-zap-green-double-vision,
JS00T54S-008,tasker-black,
T26Q-5SM,thunderclap-buckthorn-brown,
T26Q-6XJ,thunderclap-grey-tar,
T26Q-9FL,thunderclap-viking-red,
T08U-9ZI,waistland-berrylicious-purple,
T08U-1J6,waistland-grey-denim-polka-dot,
JS00THE9-0JJ,wheeled-superbreak-aqua-dash-jagged-plaid,
THE9-008,wheeled-superbreak-black,
THE9-9QC,wheeled-superbreak-blue-streak-tone-deaf,
THE9-ZD9,wheeled-superbreak-coral-dusk-sideways-plaid,
THE9-ZT8,wheeled-superbreak-coral-dusk-spots,
JS00THE9-01B,wheeled-superbreak-cyber-pink,
JS00THE9-0ED,wheeled-superbreak-cyber-pink-summer-chevron,
THE9-ZY9,wheeled-superbreak-fluorescent-pink-orange-team,
THE9-0A5,wheeled-superbreak-high-rish-red-heart-to-resist,
JS00THE9-0KL,wheeled-superbreak-multi-concrete-floral,
JS00THE9-0UE,wheeled-superbreak-multi-flower-explosion,
THE9-ZF6,wheeled-superbreak-multi-neon-galaxy,
JS00THE9-0DU,wheeled-superbreak-multi-painted-ditzy,
JS00THE9-0UG,wheeled-superbreak-multi-speckled-space,
JS00THE9-0JW,wheeled-superbreak-multi-texture-stripe,
THE9-0AN,wheeled-superbreak-multi-watercolor-spots,
THE9-003,wheeled-superbreak-navy,
THE9-9QX,wheeled-superbreak-pink-prep-hippy-skip,
THE9-9HY,wheeled-superbreak-purple-sky-multi-watercolor,
JS0A2T3A-0JB,women-s-node-coral-sparkle-pretty-posey,
JS0A2T3A-0J8,women-s-node-jansport-navy-watercolor-chevron,
JS0A2T3A-0D6,women-s-node-seafoam-green,
T26Z,folio-for-ipad,
T17E,tablet-sleeve,
T17D,Laptop-sleeve-1,
T12H,Laptop-sleeve-2,
T17C,Laptop-sleeve-3,
T12G,Laptop-sleeve-4,
T27A,folio-for-ipad,"Specified URL key already exists"
T12J,tablet-sleeve,"Specified URL key already exists"
JS00T69J,abbie,
JS00T14F,agave,
T26L,all-purpose-backpack,
JS00T71A,austin-backpack,
T49A,bassic-accesory,
T50A,beatnik,
JS0A2T3D,bento-box,
JS00TDN7,big-student-backpack,
JS00T75K,big-student-overexposed-backpack,
JS00T60G,black-label-superbreak-backpack,
T75H,black-label-superbreak-special-edition,
JS00T68S,broadband,
JS00T29A,city-scout-backpack,
JS0A2SDD,cool-student-backpack,
JS00T52R,cortlandt,
T08T,crossland,
TZP5,daily-transit,
JS00T50F,digibreak-backpack,
JS00T69D,digital-student-backpack,
T69F,digital-wrap,
JS00TN89,driver-8,
TZU9,emma-tote,
JS00T45G,envoy-backpack,
JS00TAN1,fifth-avenue,
T06V,first-class,
T52M,fox-hole-backpack,
JS00TDH6,half-pint-backpack,
JS00T52S,hatchet-backpack,
JS00TRS7,high-stakes-backpack,
JS0A2SDF,hippyland,
T29G,hoffman-backpack,
JS00T13Y,houston-backpack,
JS0A2T3F,impulse,
JS0A2SDJ,indio,
T35V,sinder-20,
T26U,slip-case-for-iphone,
T30S,slipcase-for-iphone-5,
TZA2,sliver,
T27B,snaps-stand,
JS00T55A,source-backpack,
JS00TDH7,spring-break,
JS00T64Q,super-fx-backpack,
JS00T501,superbreak-backpack,
JS00T54S,tasker,
T26Q,thunderclap-backpack,
T08U,waistland,
JS00T34J,sinder-15,
JS0A2T3C,right-pouch,
T49Z,right-pack-world-backpack,
T45D,insider-backpack,
JS00T49C,large-accesory-pouch,
JS00T49B,medium-accesory-pouch,
JS00T54R,network,
JS0A2T39,node-backpack,
JS00T08W,overexposed-backpack,
JS00T68X,pixel-accesories,
JS00T55B,platform-backpack,
T38U,regional-collection-backpack,
JS00T70F,reilly-backpack,
JS00TYP7,right-pack-backpack,
JS00TZR6,right-pack-expressions-backpack,
JS00THE9,wheeled-superbreak,
24-WG085,womens-node-backpack,"Specified URL key already exists"
24-WG085-bundle-dynamic,sprite-yoga-strap-dynamic-bundle,
24-WG085-bundle-fixed,sprite-yoga-strap-fixed-bundle,
JS0A2T3A,womens-node-backpack,"Specified URL key already exists"
