sku,store_view_code,attribute_set_code,product_type,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
TRS7-7PA,,Default,simple,base,HIGH STAKES /WHITE/MULTI FEATHERS,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-0DN,,Default,simple,base,HIGH STAKES AQUA DASH WATER LOTUS,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,141,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-0EB,,Default,simple,base,HIGH STAKES BLACK FIRST LOVE,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T64U-03W,,Default,simple,base,HIGH STAKES BLACK LASER LACE,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,170,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-0DM,,Default,simple,base,HIGH STAKES BLACK MISS ZEBRA FLOCK,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-0AR,,Default,simple,base,HIGH STAKES BLACK PLUSH LIPS,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-212,,Default,simple,base,HIGH STAKES CARAMEL LEOPARD,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T75J-0JB,,Default,simple,base,HIGH STAKES CORAL SPARKLE PRETTY POSEY,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"21/12/16, 10:25 AM","22/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,104,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TRS7-0J1,,Default,simple,base,HIGH STAKES JANSPORT NAVY SPLENDID VINE FLOCK,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,180,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T75J-0J8,,Default,simple,base,HIGH STAKES JANSPORT NAVY WATERCOLOR CHEVRON,"Para una mochila con personalidad, la JanSport High Stakes cuenta con telas premium. Está disponible en una variedad de colores y estampados, incluyendo estampados de animales y camo.",,0.5,1,Taxable Goods,Not Visible Individually,44.95,,,,,,,"22/12/16, 10:25 AM","23/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,260,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
