sku,store_view_code,attribute_set_code,product_type,name,url_key,product_websites,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
T50A,,Default,configurable,BEATNIK,beatnik,base,Una mochila JanSport perfecta y compacta con espacio para tu laptop.,,0.5,1,Taxable Goods,"catalog, search",49.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS0A2T3D,,Default,configurable,BENTO BOX,bento-box,base,"La organización es de suma importancia, no dejes tus articulos digitales tirados en la maleta con tu Bento Box podras llevar todo a mano.",,0.2,1,Taxable Goods,"catalog, search",24.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,1007,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00TDN7,,Default,configurable,BIG STUDENT BACKPACK,big-student-backpack,base,"Explora las características de nuestra mochila Big Student. Disponible en una variedad de colores y diseños, esta mochila grande es perfecta para cualquier persona en cualquier lugar.",,0.6,1,Taxable Goods,"catalog, search",59.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10990,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T75K,,Default,configurable,BIG STUDENT OVEREXPOSED BACKPACK,big-student-overexposed-backpack,base,"Explora las características de nuestra mochila Big Student, esta vez con los colores de la mochila Overexposed. Disponible en una variedad de colores y diseños, esta mochila grande es perfecta para cualquier persona en cualquier lugar.",,0.6,1,Taxable Goods,"catalog, search",59.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,292,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
JS00T60G,,Default,configurable,BLACK LABEL SUPERBREAK BACKPACK,black-label-superbreak-backpack,base,"La mochila JanSport Black Label SuperBreak trae frescos colores y estampados a la clásica SuperBreak. Con la misma silueta de confianza, esta mochila es un compañero perfecto para sus aventuras diarias.",,0.3,1,Taxable Goods,"catalog, search",39.95,,,,,,,"23/12/16, 10:25 AM","24/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10138,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
T75H,,Default,configurable,BLACK LABEL SUPERBREAK SPECIAL EDITION,black-label-superbreak-special-edition,base,"La mochila JanSport Black Label SuperBreak trae frescos colores y estampados a la clásica SuperBreak. Con la misma silueta de confianza, esta mochila es un compañero perfecto para sus aventuras diarias.",,0.3,1,Taxable Goods,"catalog, search",54.95,,,,,,,"24/12/16, 10:25 AM","25/1/16, 12:32 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,340,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,
