sku,additional_attributes
JS00T50F-0ED,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-9RX,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-ZG8,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-9ZE,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-04G,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-0AP,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0KH,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0KW,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0WH,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0DQ,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-04J,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0WV,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0J8,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-06F,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0NK,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-01H,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
T50F-2C8,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
JS00T50F-0GT,"peso=12 oz / 0.3 Kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=12.8"" X 11.8"" X 1 "" / 32 X 29.5 X 2.5 cm ,bullet=Compartimiento interno para 15"" laptop / Bolsillo dedicado para Ipad con felpa suave para proteccion / Parte inferior acolchada con tecnologia de absorcion de golpe para proteger tus equipos / Bolsillo dedicado para el celular / Compartimiento principal grande / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ y Correas para hombros acolchadas para mayor comodidad,bullet_ingles=Internal sleeve fits 15 laptop / Dedicated tablet pocket with soft touch lining / Fully padded shock absorbing bottom protects your electronics / Dedeicated phone pocket / One large main compartment / Straight-cut, padded shoulder straps / Fully padded back.,shop_by=WORK|EVERYDAY,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL|CLASSIC,style=JS00T50F"
